Data Broker Name,Email Address,Website URL,Physical Address,How a consumer may opt out of sale or submit requests under the CCPA,How a protected individual can demand deletion of information posted online under Gov. Code sections 6208.1(b) or 6254.21(c)(1),Additional information about data collecting practices,Date Added
"ACH, Address Clearing House",lisa [at] achcoop.com,https://www.achcoop.com/,"16192 Coastal Highway, Lewes, DE 19958, United States","ACH provides 2 methods for consumers to submit requests under the CCPA and opt-out of the sale of their personal information. A consumer can visit the homepage of achcoop.com and click on the â€œDo Not Sell My Personal Informationâ€ link at the bottom of the page, Emailing privacy@achcoop.com or Mailing a request to ACH, Privacy Department, 16192 Coastal Highway, Lewes, DE 19958","ACH does not post consumer information online. However, protected individuals can request that their information be deleted by visiting achcoop.com and clicking the â€œDo Not Sell My Personal Informationâ€ link https://www.achcoop.com/do-not-sell-my-personal-info, where they have the option to request their personal information be removed from the database, or email to privacy@achcoop.com .","Please visit the ACH website to review our Privacy Statement for more information:  https://www.achcoop.com/privacy-policy, ",1/25/2021
Datanyze,privacy [at] datanyze.com,https://www.datanyze.com/,"2530 Meridian Parkway, Suite 300, Attn: Privacy, Durham, NC 27713, United States","Consumers may manage their data management preferences through our comprehensive privacy center: https://www.datanyze.com/privacy-center, ",Consumers may manage their data management preferences through our comprehensive privacy center: https://www.datanyze.com/privacy-center,Our data collection and management practices can be located here: https://www.datanyze.com/privacy-policy,1/26/2021
Clickagy,ccpa [at] clickagy.com ,https://www.clickagy.com/,"805 Broadway Street, Suite 900, Vancouver, WA 98660, United States","California residents may make a request pursuant to their â€œright to knowâ€, â€œright to request deletionâ€, and/or â€œright to opt-outâ€ under the CCPA by visiting our â€œDo Not Sell My Personal Informationâ€ page on our website - https://www.clickagy.com/ccpa, by contacting us at ccpa@clickagy.com , or by calling (877) 678-4577. In order to verify your request to know or delete information, we may require you to take certain actions, such as filing in our webform here , or to provide us with certain information to be used solely for the purpose of verifying your identity.","California residents may make a request pursuant to their â€œright to knowâ€, â€œright to request deletionâ€, and/or â€œright to opt-outâ€ under the CCPA by visiting our â€œDo Not Sell My Personal Informationâ€ page on our website - https://www.clickagy.com/ccpa, by contacting us at ccpa@clickagy.com , or by calling (877) 678-4577. In order to verify your request to know or delete information, we may require you to take certain actions, such as filing in our webform here , or to provide us with certain information to be used solely for the purpose of verifying your identity.",Our data collection and management practices can be located here: https://www.clickagy.com/privacy/,1/26/2021
"LocateSmarter, LLC",privacy [at] locatesmarter.com,http://www.locatesmarter.com,"1309 Technology Parkway, Suite 101, Cedar Falls, IA 50613, United States","To opt out of a sale or submit other requests under the CCPA, consumers can visit https://www.locatesmarter.com/privacy-policy/ for detailed instructions on how they can opt out and manage certain collection and sharing of information in connection with our services. Specifically, to opt out of a sale of personal information, consumers may submit an opt-out form on our website using the following link, https://www.locatesmarter.com/request-to-opt-out-do-not-sell-my-personal-information/, or via phone at 877-815-2268. ","A deletion request may be submitted using the following link,https://www.locatesmarter.com/request-to-opt-out-do-not-sell-my-personal-information/, or via phone at 877-815-2268. Consumers may visit https://www.locatesmarter.com/privacy-policy/ for detailed instructions on deletion requests. In order to ensure that the person making the request to delete a consumerâ€™s information is authorized to do so, the requester must provide information such as a full name, mailing address, and last four digits of social security number. ","LocateSmarter, LLC offers innovative and customizable data solutions and analytics for clients in a variety of industries, with a focus on location and contact services, fraud identification and detection, and compliance products. For more information about LocateSmarterâ€™s practices, please see our privacy policy at https://www.locatesmarter.com/privacy-policy/.",1/27/2021
ID Analytics LLC,consumer.documents [at] lexisnexisrisk.com,http://www.idanalytics.com,"1000 Alderman Drive, Alpharetta, GA 30005, United States","California consumers may opt out or submit requests under the CCPA at:, , https://consumer.risk.lexisnexis.com/california, , California consumers may also submit a request by phone at 1-888-217-1591 or by mail at:, , Consumer Center, Attn: California Consumer Privacy Act (CCPA) Request, P.O. Box 105108, Atlanta, GA 30348-5295","Protected individuals can submit requests by phone at 1-888-217-1591 or at:, , LexisNexis Individual Requests for Information Suppression, PO Box 933, Dayton, OH 45401, Email: privacy.information.mgr@lexisnexis.com",ID Analytics provides anti-fraud and risk mitigation services pursuant to exceptions set forth in the GLB Act (15 USC 6802(e)).,1/28/2021
"Intelius, LLC",support [at] mailer.intelius.com ,http://www.intelius.com,"15501 W Broadway St., Suite 800, San Diego, CA 92101, United States","A consumer can opt out of having their personal information appear on www.intelius.com, www.ussearch.com, and www.pro.ussearch.com and other similar people search websites the company owns and operates by visiting those sites and clicking on the ""Do Not Sell My Personal Information"" or â€œSuppress My Dataâ€ links located at the bottom of the page, selecting the specific person profile they want opted out, and submitting an opt-out request for that profile. Consumers may also submit requests to Intelius under the CCPA by calling (888) 245-1655 or emailing support@mailer.intelius.com. Consumers may submit requests to US Search under the CCPA by calling (888) 712-0108 or (833) 949-2444 or emailing support@ussearch.com or professional-support@ussearch.com.","Intelius requests that demands for deletion of information under Gov. Code Sections 6208.1(b) or 6254.21(c)(1) be made by delivering a written request via email to , support@mailer.intelius.com, support@ussearch.com, professional-support@ussearch.com,  or by mail at 501 W Broadway St., Suite 800, San Diego, CA 92101., ",,1/29/2021
Intalytics Inc.,privacy [at] kalibrate.com,https://intalytics.com/,"5 Research Dr Ste A, Ann Arbor, MI 48103, United States","Contact Intalytics by email at privacy@kalibrate.com or by mail at: Intalytics 5 Research Drive, Suite A Ann Arbor, MI 48103","Contact Intalytics by email at privacy@kalibrate.com or by mail at: Intalytics 5 Research Drive, Suite A Ann Arbor, MI 48103","For more information about how we collect and process data, visit https://intalytics.com/privacy-policy/",1/29/2021
Marinus Analytics,privacy [at] marinusanalytics.com,https://www.marinusanalytics.com/,"PO Box 6127, Pittsburgh, PA 15212-9998, United States","To exercise the right to opt-out, the consumer (or their authorized representative) may submit a request to us by visiting the following Internet Web page link: https://www.marinusanalytics.com/do-not-sell-my-personal-information , , Consumers may also opt out as follows:, Calling us at (866) 945-2803, Emailing us at privacy@marinusanalytics.com",By filling out the form on this page: https://www.marinusanalytics.com/do-not-sell-my-personal-information,,1/29/2021
4C Insights,ccpa [at] mediaocean.com,http://www.mediaocean.com,"120 Broadway, New York, NY 10271, United States","We provide a link from our privacy notice at www.mediaocean.com/privacy-policy to a CCPA Do Not Sell Request form.  The privacy notice includes instructions for contacting Mediaocean, including an email address and a toll-free number","While the scope of our services do not allow for the posting of information about individuals online, individuals can use the email address and toll-free number shown in our privacy notice to exercise their rights under the CCPA.",Mediaocean acquired 4C Insights in July 2020 and 4C Insights are now an affiliate of Mediaocean.  4C Insights provides services to advertisers and advertising agencies allowing them to manage digital advertising campaigns.  One of the services includes the ability to use the 4C Scope platform to push lists of consumers to social media partners such as Facebook and Snapchat.  Mediaocean / 4C has no visibility of the membership of these lists which are provided as encrypted files to our system.  We do not hold encryption keys to these files and they are retained in our system for no longer than 5 days.,1/29/2021
"CareerBuilder, LLC",riskandcompliance [at] careerbuilder.com,https://hiring.careerbuilder.com/company/privacy-policy,"200 N. LaSalle Drive, Suite 1100, Chicago, IL 60601, United States","Instructions on how to submit a request to opt-out of sale can be found here: https://hiring.careerbuilder.com/company/privacy-policy, , An opt-out request can also be made by clicking the ""Do Not Sell My Personal Information"" link in the footer of https://www.careerbuilder.com/, , Instructions on how to submit a request relating to other CCPA rights can be found here as well: https://hiring.careerbuilder.com/company/privacy-policy, ","In the event that any information governed by Gov. Code sections 6208.1(b) or 6254.21(c)(1) is posted online, a protected individual can demand deletion by emailing riskandcompliance@careerbuilder.com or clicking here: https://privacyportal-cdn.onetrust.com/dsarwebform/a7e660bb-bfdf-4dd0-b65c-49ce834f786e/5edf5e8a-3d83-4e49-9d3a-cb2fb031f49f.html",Please visit https://hiring.careerbuilder.com/company/privacy-policy to review our privacy policy for more information.,2/1/2021
"Permutive, Inc",privacy [at] permutive.com,https://permutive.com/privacy/,"244 Fifth Avenue, Suite 1437, New York, NY 10001, United States",Visit our privacy page at https://permutive.com/privacy/,Visit our privacy page at https://permutive.com/privacy/,Visit our privacy page at https://permutive.com/privacy/,1/29/2021
FourLeaf LLC,privacy [at] fourleafdata.com,https://www.fourleafdata.com/,"30 N. Gould Street, Suite 5479, Sheridan, WY 82801, United States",A consumer may opt-out of sale or submit requests under the CCPA by following the instructions provided in our Privacy Policy which can be accessed at https://www.fourleafdata.com/privacy-policy/ or by emailing us at privacy@fourleafdata.com.,A protected individual can demand deletion of information posted online by emailing privacy@fourleafdata.com.,Additional information about our data collecting practices can be found in our Privacy Policy which can be accessed at https://www.fourleafdata.com/privacy-policy/.,1/29/2021
Crunchbase,privacy [at] crunchbase.com,http://www.crunchbase.com,"564 Market Street, Suite 700, San Francisco, CA 94104, United States",https://preferences.crunchbase.com/dont_sell,https://preferences.crunchbase.com/privacy,,2/1/2021
"EAB Global, Inc.",privacy [at] eab.com,http://www.eab.com,"2445 M Street NW, Washington, DC 20037, United States",,,,2/1/2021
"Cappex.com, LLC",privacy [at] eab.com,http://www.cappex.com,"2445 M Street NW, Washinton, DC 20037, United States",,,,2/1/2021
ExlService.com,privacy [at] exlservice.com,https://www.exlservice.com/privacy-policy,"24 Arnett Avenue, Suite 100, Lambertville, NJ 08530, United States","A Consumer may contact us by email,  toll free phone at 1-855-760-3562 or on the internet at https://www.exlservice.com/privacy-policy.  Our privacy web page includes a Consumer Data Request From and â€œDo Not Sell My Dataâ€  Button. ",Consumer may demand deletion of information posted online under Gov. Code section 6208.1(b) or 6254.21 (c)(1) formation  by visiting our privacy policy page at  https://www.exlservice.com/privacy-policy  or by calling us toll-free number â€“ 1-855-760-3562.,ExlService.com does not collect any data directly from consumers. RPM Direct is a reseller of  FCRA regulated data and non FCRA regulated data provided by  third party data providers.  ,6/10/2021
Rhetorik Limited,privacy [at] rhetorik.com,https://www.rhetorik.com/,"Indigo House, Fishponds Road, Wokingham, Berkshire, RG41 2GY, United Kingdom","Consumers may opt out via our website - https://www.rhetorik.com/do-not-sell-my-info, or via email, telephone, post or social media, If they receive an email from us, they can also opt-out via the unsubscribe link, or replying to the email.","A protected individual can demand deletion via our website - https://www.rhetorik.com/do-not-sell-my-info, or via email, telephone, post or social media, If they receive an email from us, they can also reply to the email to demand deletion.","The personal data processed by Rhetorik is limited solely to information typically found on a business card â€“ name, company name, company address, company phone number, business email address, job title etc.",2/8/2021
Lead Me Media,CCPA [at] LeadMeMedia.com,http://www.leadmemedia.com/,"150 E Palmetto park Road, 200, Boca Raton, FL 33432, United States",Through our portal at: http://leadmemedia.com/CCPA/CCPA_portal.html,Through our portal at: http://leadmemedia.com/CCPA/CCPA_portal.html,N/A,2/8/2021
"GrayHair Software, LLC",Privacy [at] grayhairsoftware.com,http://www.grayhairsoftware.com,"1 SE Ocean Blvd, Stuart, FL 34994, United States","Send an email to privacy@grayhairsoftware.com and request a deletion request form. Fill out the form and return it to privacy@grayhairsoftware.com. Once identity is validated, any information will be removed.",This does not apply to us.,,2/22/2021
"Madison Logic, Inc.",privacy [at] madisonlogic.com,http://www.madisonlogic.com,"257 Park Avenue South, 2nd Floor, New York, NY 10010, United States"," Madison Logic does not share Personal Data with these third parties, but they may set and access their own cookies, pixel tags and similar technologies on your device and they may otherwise collect or have access to anonymous Usage Information., When you use the opt-out mechanism, Madison Logic will no longer use or share any of your Personal Data or anonymous Usage Information, with the exception of Personal Data submitted within the last 30 days to access free content, which the Content Provider may access., ","A protected individual can demand deletion of information by:, - submit ""opt-out"" form online, - e-mail completed ""opt-out"" form , - mail completed ""opt-out"" form ",,2/9/2021
SalesIntel Research Inc.,privacy [at] salesintel.io,http://www.salesintel.io,"4040 Fairfax Dr Ste 700a, Arlington, VA 22203-1613, United States",Fill out the form on https://salesintel.io/opt-out/,Fill out the form on https://salesintel.io/opt-out/,https://salesintel.io/privacy-policy/,2/16/2021
David Rickenbacher,sales [at] datamasters.org,http://www.datamasters.org,"131 east view court, double oak, TX 75077, United States",The Consumer may email us to sales@datamasters.org   or call Direct to 469-549-1800   to opt out of any futures mailings,The Consumer may email us to sales@datamasters.org   or call Direct to 469-549-1800   to opt out of any futures mailings,,2/16/2021
Book Your Data,mark [at] bookyourdata.com,http://www.bookyourdata.com,"1348 Florida Ave. NW, Washington, DC 20009, Washington, WA 20009, United States",By simply sending an e-mail to the contact details shown in the website and also by filling the opt-out form. ,By simply sending an e-mail to the contact details shown in the website and also by filling the opt-out form.,We only provide b2b data services and solely process thus sell business data.,2/22/2021
DataDelivers LLC,info [at] datadelivers.com,http://www.datadelivers.com,"100 W Hillcrest Blvd, Ste 406, Schaumburg, IL 60195, United States",,,,2/23/2021
"RampedUp, LLC",contact [at] rampedup.io,http://rampedup.io,"3423 Piedmont Road NE, Atlanta, GA 30305, United States",Do Not Sell My Information Link https://share.hsforms.com/1UzDl0s4ISDWFdjZLMD17-Q2mu6w  ,Do Not Sell My Information Link https://share.hsforms.com/1UzDl0s4ISDWFdjZLMD17-Q2mu6w  ,"RampedUp provides Non HR business data that we get from a number of sources; a) Our research team that sources information from publicly available information, b) Users provide data about themselves or other companies & people, c) We license data from other data providers. Our data is not considered sensitive or protected by HIPPA / FCRA.",2/24/2021
DMDatabases,optout [at] dmdatabases.com,http://dmdatabases.com,"150 N Radnor Chester Rd., Suite F200, Wayne, PA 19087-5245, United States",simply click the opt-out link that is clearly shown on website. ,"simply complete the ""Opt-Out"" form clearly listed on website. ",,3/15/2021
SciLeads,privacy [at] scileads.com,https://scileads.com/,"Arnott House, Third Floor, 12-16 Bridge Street, Belfast, BT11LU, United Kingdom","Consumers may opt-out by clicking on the ""Do Not Sell My Info"" link on the website homepage and filling out the form: https://scileads.com/opt-out/",To be deleted individuals can submit a verifiable request via this link https://scileads.com/opt-out/ or email legal@scileads.com,Our data collection practices can be located here: https://scileads.com/privacy-policy/ or https://scileads.com/terms-and-conditions/,3/19/2021
"NC Ventures, LLC d/b/a NCS",ncs.privacy [at] ncsolutions.com,https://www.ncsolutions.com/,"140 E 45th Street, Suite 16B, New York, NY 10017, United States",ncs.privacy@ncsolutions.com,ncs.privacy@ncsolutions.com,,3/25/2021
Wholesale Mail,jenny [at] helmerprinting.com,http://www.domymail.com,"1401 Beaudry Boulevard, Hudson, WI 54016, United States",Consumers may opt out by visiting our website listed on the printed piece.,No sensitive data will be posted or distributed online.,,4/7/2021
StatSocial,info [at] statsocial.com,https://www.statsocial.com,"31 Hudson Yards, Fl 11, Ste 56, New York, NY 10001, United States",https://www.statsocial.com/optout/,https://www.statsocial.com/optout/,https://www.statsocial.com/privacy-policy/,4/14/2021
"Revelio Labs, Inc.",info [at] reveliolabs.com,https://www.reveliolabs.com/,"251 W 71st St, #2D, New York, NY 10023, United States","On our website, there are two pages available on the footer of our site: one to opt out of sale and the other to submit requests under the CCPA. , The links are below:, ""Do Not Sell My Information"" - https://www.reveliolabs.com/do-not-sell-my-personal-information, ""Notice to California Residents"" - https://www.reveliolabs.com/notice-to-california-residents","This would be available through the ""Do Not Sell My Information"" page on our website (link below). When an individual fills our the page, we delete their data from ours and our customers servers. , , https://www.reveliolabs.com/do-not-sell-my-personal-information, ",,4/27/2021
Choreograph LLC,DoNotMail [at] choreograph.com ,http://www.choreograph.com,"3411 SILVERSIDE ROAD TATNALL BUILDING STE 104, WILMINGTON, DE 19810, United States","A consumer may exercise their right to opt out or submit a request under the CCPA  through a dedicated Customer Portal powered by OneTrust, a privacy managment software.",N/A,,5/18/2021
Grassroots Analytics,operations [at] grassrootsanalytics.com,http://grassrootsanalytics.com,"700 k St, ste 300, Washington, DC 20001, United States","Consumers may use the link on our website ""Do Not Sell My Personal Information"" to opt out from sales.",Using the same link consumers have the option to demand deletion of personal information. We do not post this information publicly online.,Our main collection practice is purchasing data that has been obtained by campaigns.,4/26/2021
Cybba Inc.,privacy [at] cybba.com,https://cybba.com,"580 Harrison Ave, Suite 401, Boston, MA 02118, United States","Here is our CCPA policy which includes the OneTrust opt-out link: https://cybba.com/ccpa-notice/, , Step 1: User visits CCPA Policy, , Step 2: On the privacy policy page the user selects â€˜Do not sell my personal dataâ€™, , Step 3: On th OneTrust web form the user selects â€˜Do not sell my personal dataâ€™ and is directed to the following Onetrust Privacy Web Form, , Step 4: User is asked to confirm their identity via email, , Step 5: User receives Email Confirmation and is asked to confirm via the provided link, , Step 6: User is directed to a confirmation page, , Additionally, a user can opt-out via phone using the provided phone number and pin: +1 888 914 9661 pin:551480, , ","Here is our CCPA policy which includes the OneTrust opt-out link: https://cybba.com/ccpa-notice/, , Step 1: User visits CCPA Policy, , Step 2: On the privacy policy page the user selects â€˜Do not sell my personal dataâ€™, , Step 3: On th OneTrust web form the user selects  'Delete My Information' and is directed to the following Onetrust Privacy Web Form, , Step 4: User is asked to confirm their identity via email, , Step 5: User receives Email Confirmation and is asked to confirm via the provided link, , Step 6: User is directed to a confirmation page, , Additionally, a user can opt-out via phone using the provided phone number and pin: +1 888 914 9661 pin:551480","A user may access their information by doing the following, , Here is our CCPA policy which includes the OneTrust opt-out link: https://cybba.com/ccpa-notice/, , Step 1: User visits CCPA Policy, , Step 2: On the privacy policy page the user selects â€˜Do not sell my personal dataâ€™, , Step 3: On th OneTrust web form the user selects 'Access My Information' and is directed to the following Onetrust Privacy Web Form, , Step 4: User is asked to confirm their identity via email, , Step 5: User receives Email Confirmation and is asked to confirm via the provided link, , Step 6: User is directed to a confirmation page, , , ",5/6/2021
"Leidos Digital Solutions, Inc.",privacy [at] leidos.com,https://intranetquorum.com/,"7990 Quantum Drive, Vienna, VA 22182, United States",,,,5/14/2021
Ipsos,dpo.usa [at] ipsos.com,https://www.ipsos.com,"222 West Adams Street, Chicago, IL 60606, United States","Using any of the following methods: 1. Email to dpo.usa@ipsos.com or info@ipsos-na.com, 2. Phone by calling (833) 931 - 1525, or 3. Through any email received by Ipsos through the unsubscribe link included in the email.","Using any of the following methods: 1. Email to dpo.usa@ipsos.com or info@ipsos-na.com, 2. Phone by calling (833) 931 - 1525, or 3. Through any email received by Ipsos through the unsubscribe link included in the email.","Using any of the following methods: 1. Email to dpo.usa@ipsos.com or info@ipsos-na.com, 2. Phone by calling (833) 931 - 1525, or 3. Through any email received by Ipsos through the unsubscribe link included in the email.",5/25/2021
"33Across, Inc.",privacy [at] 33across.com,http://www.33across.com/,"229 W 28th Street, 4th Floor, New York, NY 10001, United States","Consumers may opt out of sale by visiting our CCPA Notice at Collection policy, which details the ways in which site visitors can exercise their CCPA rights. The policy is located at https://www.33across.com/wp-content/uploads/2020/04/33Across-CCPA-Notice-Collection-Policy_US.pdf., , This page can also be accessed by clicking the ""Do Not Sell My Information"" link posted at the bottom of our website, www.33across.com.","Individuals may visit our our CCPA Notice at Collection policy, located at https://www.33across.com/wp-content/uploads/2020/04/33Across-CCPA-Notice-Collection-Policy_US.pdf to understand their options., , They can also access our User Data Portal directly, which provides the means for consumers to exercise their CCPA rights, at https://www.33across.com/user-data-portal/.","33Across maintains a dedicated FAQs page for CCPA, which explains our policy stance in easy-to-understand language. https://www.33across.com/ccpa/, , Consumers may also visit our general privacy policy page, to understand our stance on respecting and handling user privacy requests. https://www.33across.com/privacy-policy/.",6/3/2021
"Bliss Point Media, Inc.",privacy [at] blisspointmedia.com,https://www.blisspointmedia.com,"1515 7th Street, Suite #261, Santa Monica, CA 90401, United States",California residents may submit an opt-out of sale request online at https://www.blisspointmedia.com/privacy or by calling 626-774-5884.,California residents and protected individuals may submit deletion requests online at https://www.blisspointmedia.com/privacy or by calling 626-774-5884.,Additional information on Bliss Point Media's data collecting practices is available on our privacy page (https://www.blisspointmedia.com/privacy).,5/27/2021
"Outlogic, LLC",privacy [at] outlogic.io,https://outlogic.io/,"P.O. Box 17247, Arlington, VA 22216, United States","Any individual may submit a request to opt-out via the publicly available webform at this URL:  https://outlogic.io/opt-out-form/, or may make an opt out request by calling toll free at +1 (830) 423-5996 or sending an email to privacy@outlogic.io. ",Any individual may submit a deletion request by calling toll free at +1 (830) 423-5996 or sending an email to privacy@outlogic.io.  Outlogic may request additional information to verify deletion requests from an individual as necessary.,Additional information about Outlogic's data collection practices may be found on our website at https://outlogic.io/privacy-policy/. ,6/21/2021
The People Searchers LLC,support [at] peoplesearcher.com,http://www.peoplesearcher.com,"4781 N Congress Ave #2135, Boynton Beach, FL 33426, United States","A consumer may opt out of sale or submit requests under the CCPA by visiting https://www.peoplesearcher.com/optOut/name/landing (which can be accessed directly at the provided URL or by clicking the â€œDo Not Sell My Infoâ€ hyperlink on the PeopleSearcher homepage), emailing PeopleSearcher customer support at support@peoplesearcher.com or calling PeopleSearcher during business hours at (833) 634-0750.","PeopleSearcher requests that demands for deletion of information under Gov. Code Sections 6208.1(b) or 6254.21(c)(1) be made by delivering a written request via email to support@peoplesearcher.com or by mail at 4781 N Congress Ave Suite 2135, Boynton Beach, FL 33426.",,7/8/2021
Lifesight LLC,privacy [at] lifesight.io,http://www.lifesight.io,"594 BROADWAY, SUITE 701, New York City, NY 10012, United States","A consumer may opt of sale or submit a CCPA request by contacting us by email address (privacy@lifesight.io) listed on our website and in our privacy policy. If consumers wish to opt out of sale of their personal data themselves, there is a convenient - Do not Sell Personal Information- request form on our homepage, which is located at https://www.lifesight.io/do-not-sell-my-personal-info/",A protected individual may contact us through a verifiable request to demand deletion of information posted on our websites by contacting us by email address-(privacy@lifesight.io) listed on our website and in our privacy policy. ,Please see our Privacy Policy on our website for additional information about Lifesightsâ€™s data collection practices.,7/9/2021
Blue Action,info [at] blueaction.io,http://www.blueaction.io,"1380 Monroe St NW, #604, Washington, DC 20010, United States","Consumers may manage their data management preferences by using the ""Do Not Sell My Personal Information"" link on our website https://blueaction.io/","Consumers may manage their data management preferences by using the ""Do Not Sell My Personal Information"" link on our website https://blueaction.io/",Our data collection and management practices can be found on our privacy policy located on our website. ,7/8/2021
Private Records LLC,support [at] privaterecords.net,http://www.privaterecords.net,"1317 Edgewater Dr #1255, Orlando, FL 32804, United States",Private Records provides two methods for consumers to submit requests under the CCPA and opt-out of the sale of their personal information. A consumer can visit the online portal at https://www.privaterecords.net/optOut/name/landing or call (888) 270-9304.,Any individual may submit a deletion request by calling toll free at (888) 270-9304 or by removing their information at our portal https://www.privaterecords.net/optOut/name/landing. Private Records may request additional information to verify deletion requests from an individual as necessary.,Additional information about Private Records data collection practices may be found on our website at https://www.privaterecords.net/privacy,7/14/2021
Truth Now LLC,support [at] checksecrets.com,http://www.checksecrets.com,"3746 Foothill Blvd #7060, Glendale, CA 91214, United States",California residents may opt out of the sale of their personal information by submitting an online request at https://www.checksecrets.com/optOut/name/landing. California residents may also submit a request by telephone. Our telephone number for CCPA requests is (855) 754-7951. Additional information and instructions on how a California resident may exercise their rights under CCPA can be found in our Privacy Policy located at https://www.checksecrets.com/privacy.,"Consumers and/or elected or appointed officials may submit an opt-out request under Gov. Code sections 6208.1(b) or 6254.21(c)(1) by using our general public opt-out tool located at https://www.checksecrets.com/optOut/name/landing. Consumers and/or elected or appointed officials may also submit an email request to support@checksecrets.com or by direct mail or telephone. Our telephone number is (855) 754-7951. Our mailing address is: Truth Now LLC, ATTN: CheckSecrets, 3746 Foothill Blvd #7060, Glendale, CA 91214.",Additional information about the categories of personal information that we collect can be found in our Privacy Policy located at https://www.checksecrets.com/privacy.,7/14/2021
Infomatics LLC,support [at] privatereports.com,https://www.privatereports.com-mugshotlook.com,"21781 Ventura Blvd. #105A, Woodland Hills, CA 91364, United States",Via https://www.privatereports.com/optOut/name/landing or other related links provided on our website or by emailing us at support@privatereports.com or by calling us at (833) 783-0920,Via https://www.privatereports.com/optOut/name/landing or other related links provided on our website or by emailing us at support@privatereports.com or by calling us at (833) 783-0920,,7/15/2021
"Wiza, Inc.",hello [at] wiza.co,https://wiza.co/,"2035 Sunset Lake Road, Newark, DE 19702, United States","Please complete the form at https://wiza.co/optout and we will remove your information from our service., ","To delete a Wiza account: Email hello@wiza.co with the subject line ""Delete Account"", be sure to include your email address linked to your Wiza account in the email body. We'll delete your account and confirm that with you, within 24 hours. These instructions are posted on our website at: https://help.wiza.co/en/articles/5149272-wiza-security-policies","Please let me know if you require additional documentation as it relates to data handling, incidence response, or GP security assessment.",7/27/2021
"Good Boy Studios, Inc",hello [at] goodboystudios.com,https://parade.pet,"47 Benjamin St., Old Greenwich, CT 06870, United States","If you want to opt out of having your Personal Information disclosed to third parties for their direct marketing purposes, please let us know by sending us an email at hello@goodboystudios.com. Please be sure to include your full name, email address, mailing address, and specifically state that you do not want your personal information shared with third parties for their direct marketing purposes.  Additionally, you will have an opportunity to unsubscribe from receiving promotional material from Company by sending us an email at hello@goodboystudios.com.","If you want to delete your Personal Information from our system, please let us know by sending us an email at hello@goodboystudios.com. Please be sure to include your full name, email address, mailing address, and specifically state that you want your personal information deleted from our system.  ",,8/17/2021
We Inform LLC,support [at] weinform.org,http://www.weinform.org--www.truthrecord.org,"5379 Lyons Rd #887, Coconut Creek, FL 33073, United States","A consumer may exercise their right to opt out through the â€œDo Not Sell My Personal Informationâ€ or â€œDo Not Sell My Infoâ€ link in the footer of the website. A consumer may also submit other CCPA-related requests by clicking on the links found in the ""Personal Information Sales Opt-Out and Opt-In Rights"" section of our Privacy Policy (found at https://www.weinform.org/privacy.)",A consumer may opt out of having their listing displayed by going online to https://www.weinform.org/optOut/name/landing and submitting a request. A consumer may also contact Customer Care or mail in their request at the business address.,Additional information may be found in our Privacy Policy at https://www.weinform.org/privacy.,8/25/2021
"Cuebiq, Inc.",privacy [at] cuebiq.com,http://www.cuebiq.com,"45 W 27th Street, New York, NY 10001, United States",Consumers may opt-out through the Cuebiq App (iTunes App store: https://apps.apple.com/vn/app/cuebiq/id1392906266 or the Google Play store: https://play.google.com/store/apps/details?id=com.cuebiq.app.data&hl=en ) or through the TrustArc app (iTunes App store: https://apps.apple.com/us/app/truste/id551047372#?platform=iphone or the Google Play store: https://play.google.com/store/apps/details?id=com.truste.mobile.consumer). You may also submit a request on our website: https://www.cuebiq.com/privacy-request/,Consumers may request deletion through the Cuebiq App (iTunes App store: https://apps.apple.com/vn/app/cuebiq/id1392906266 or the Google Play store: https://play.google.com/store/apps/details?id=com.cuebiq.app.data&hl=en ) or through the TrustArc app (iTunes App store: https://apps.apple.com/us/app/truste/id551047372#?platform=iphone or the Google Play store: https://play.google.com/store/apps/details?id=com.truste.mobile.consumer). You may also submit a request on our website: https://www.cuebiq.com/privacy-request/,"For additional information on our privacy practices, please visit our Privacy Center: https://www.cuebiq.com/about/privacy-commitment/",8/26/2021
Heartbeat.AI Inc,contact [at] heartbeat.ai,http://www.heartbeat.ai,"8 THE GREEN, STE 4000, DOVER, DE 19901, United States",A consumer may opt out either by submitting a form on our website or by telephone https://www.heartbeat.ai/optout,"We do not post on the Internet or publicly display the personal information of any consumer., We hold registered nurse rn email mailing lists, physician email mailing lists, dentist email mailing lists",Our practices are outlined as per our privacy page on our website. California residents are directed to a special URL that includes our CCPA privacy statement.,9/1/2021
Connect Computer LLC,support [at] calltruth.com,http://calltruth.com,"2470 Windy Hill Road, Suite 226, Marietta, GA 30067, United States",A consumer may opt out of sale under the CCPA by visiting https://www.calltruth.com/opt_out.php (which can be accessed directly at the provided URL or by clicking the 'Do Not Sell My Info'Â hyperlink on the CallTruth homepage).  Customers can submit other requests and also opt out by emailing CallTruth customer support at support@calltruth.com.  ,A consumer may opt out of having their listing displayed by going online to https://www.calltruth.com/opt_out.php and submitting a request.  A consumer may also contact Customer Care at support@calltruth.com or mail in their request at the business address.,Additional information can be found in our Privacy Policy located at https://www.calltruth.com/privacy.php.,8/31/2021
