rank,name,domain,category,opt_out_url,email,phone,opt_out_hub,leverage,priority_score,sensitivity_score,onward_sale_score,ca_registered,collects_minors,sold_to_genai,sold_to_law_enforcement,deletion_requests_received,deletion_compliance_rate,deletion_median_response_days,removal_method,sources
266,Azerion US Inc.,azerion.com,,https://www.hybridtheory.com/privacy-notice/,dpo_hybridtheory@azerion.com,9257881462,,1,39.3,2,0,True,False,False,False,106,1.0,6.0,,cppa-registry-current
267,Intent IQ LLC,intentiq.com,,https://www.intentiq.com/opt-out/,privacy@intentiq.com,(888) 701-1811,,1,39.3,1,0,True,False,False,False,630,1.0,0.0,,cppa-registry-current|cppa-registry-historical
268,Infomatics LLC,privatereports.com; mugshotlook.com; publicsearcher.com,,privatereports.com; mugshotlook.com; publicsearcher.com,support@privatereports.com,8337830920,,1,39.2,0,0,True,False,False,False,3516,1.0,1.0,,cppa-registry-current
269,RampedUp,rampedup.io,,https://basic.rampedup.io/app/donotsell,privacy@rampedup.io,8882783433,,1,39.2,0,0,True,False,False,False,3526,1.0,1.0,,cppa-registry-current|cppa-registry-historical
270,Similarweb Ltd.,similarweb.com,,https://similarweb.com/,legal@similarweb.com,35447782,,1,39.2,2,2,True,False,True,False,0,,0.0,,cppa-registry-current
271,"ClearCompany, LLC",clearcompany.com,,https://www.clearcompany.com/privacy-policy/,privacy@clearcompany.com,6179383801,,1,39.1,3,0,True,False,False,False,16,1.0,3.0,,cppa-registry-current
272,"DR Decision Resources, LLC",clarivate.com,,https://privacyportal.onetrust.com/webform/7636e208-dda4-4218-8026-e1bc155873fc/draft/c3eedb35-4568-4772-87fb-4d8ae17ac233,drgdsr@clarivate.com,6829783558,privacyportal.onetrust.com,4,39.0,0,1,True,False,False,False,38,0.263,16.0,,cppa-registry-current
273,Lead Intelligence Inc.,infutor.com,,https://infutor.com/privacy-center/,privacy@infutor.com,312-348-7900,,1,38.9,0,1,True,False,True,False,263,0.947,1.0,,cppa-registry-current
274,"H1 Insights, Inc.",h1.co,,www.h1.co,inquiries@h1.co,6463636450,,1,38.5,0,0,True,False,False,False,2565,1.0,10.0,,cppa-registry-current
275,"MH Sub I, LLC",internetbrands.com,,www.internetbrands.com,privacy@internetbrands.com,3102804000,,1,38.5,0,0,True,False,False,False,373,0.501,7.0,,cppa-registry-current|cppa-registry-historical
276,"PostPilot, Inc.",postpilot.com,,https://www.postpilot.com/privacy-policy,operations@postpilot.com,(854) 205-5367,,1,38.4,0,0,True,False,False,False,2352,1.0,5.0,,cppa-registry-current
277,"Taboola, Inc.",taboola.com,,https://www.taboola.com/,privacy@taboola.com,2122067663,,1,38.3,0,0,True,False,False,False,2310,1.0,1.0,,cppa-registry-current|cppa-registry-historical
278,GrayHair Software LLC,grayhairsoftware.com,,https://grayhairsoftware.com/privacy-policy/,privacy@grayhairsoftware.com,(856) 727-9372,,1,38.1,0,0,True,False,False,False,2091,1.0,3.0,,cppa-registry-current|cppa-registry-historical
279,"TrueData Solutions, Inc.",truedata.co,,https://www.truedata.co/wp-content/uploads/2026/01/TD-Privacy-Policy-effective-16-Jan-2026.pdf,privacy@truedata.co,6785496936,,1,38.1,0,0,True,False,False,False,2012,1.0,129.0,,cppa-registry-current|cppa-registry-historical
280,Minerva BI Inc,minerva.io,,https://preferences.minerva.io/,privacy@minerva.io,6465353532,,1,38.0,0,0,True,False,False,False,1245,0.956,12.0,,cppa-registry-current
281,PubMatic Inc.,pubmatic.com,,https://pubmatic.com/,privacy@pubmatic.com,6503313485,,1,38.0,1,0,True,False,False,False,321,0.997,5.0,,cppa-registry-current|cppa-registry-historical
282,"Round Sky, Inc.",roundsky.com,,https://www.roundsky.com/supplemental-privacy-notice/,legal@roundsky.com,(855) 826-6284,,1,38.0,1,0,True,False,False,False,321,1.0,19.0,,cppa-registry-current|cppa-registry-historical
283,"6sense Insights, Inc.",6sense.com,,https://6sense.com/privacy-policy/,privacy@6sense.com,(415) 212-9225,,1,37.9,0,0,True,False,False,False,1849,0.998,1.0,,cppa-registry-current|cppa-registry-historical
284,BV Insights LLC,big-village.com,,https://big-village.com/privacy-policy/,jp.sardi@brightmountainmedia.com,646-516-6824,,1,37.9,1,1,True,True,True,False,31,1.0,40.0,,cppa-registry-current
285,"Edvisors Network, Inc.",edvisors.com,,https://www.edvisors.com/your-privacy-choices/,customerservice@edvisors.com,8889721010,,1,37.8,2,0,True,False,False,False,43,0.721,1.0,,cppa-registry-current|cppa-registry-historical
286,Famous Birthdays LLC,famousbirthdays.com; https,,https://www.famousbirthdays.com/privacy/,privacy@famousbirthdays.com,(917) 319-8875,,1,37.8,1,0,True,True,False,False,300,1.0,7.0,,cppa-registry-current
287,"DataDelivers, LLC",datadelivers.com,,datadelivers.com,privacy@datadelivers.com,6306352400,,1,37.7,1,0,True,False,False,False,276,1.0,20.0,,cppa-registry-current|cppa-registry-historical
288,"SBFE, LLC",sbfe.org,,https://www.sbfe.org/connect/ccpa,info@sbfe.org,2164562311,,1,37.7,0,0,True,False,False,False,1641,1.0,40.0,,cppa-registry-current|cppa-registry-historical
289,"PossibleNOW, Inc.",possiblenow.com,,https://www.possiblenow.com/privacy-statement-california,californiadrop@possiblenowmarketing.com,7702551020,,1,37.6,0,0,True,False,False,False,1577,1.0,14.0,,cppa-registry-current|cppa-registry-historical
290,Viant US LLC,viantinc.com,,www.viantinc.com,privacy@viantinc.com,9498618888,,1,37.6,1,0,True,False,False,False,172,0.762,5.0,,cppa-registry-current|cppa-registry-historical
291,"Comscore, Inc",comscore.com,,https://www.comscore.com/About/Privacy-Policy,privacy@comscore.com,703-438-2000,,1,37.5,1,0,True,True,False,False,255,1.0,28.0,,cppa-registry-current|cppa-registry-historical
292,Lead411 Corporation,lead411.com; growjo.com; quickenrich.io,,https://www.lead411.com/your-privacy-choices/,tom@lead411.io,5055002317,,1,37.5,0,1,True,False,True,False,152,1.0,14.0,,cppa-registry-current
293,"Pipl, Inc.",pipl.com,,https://pipl.com,privacy@pipl.com,415-373-0180,,1,37.5,0,2,True,False,False,True,15,1.0,1.0,,cppa-registry-current|cppa-registry-historical
294,"Property Reach, L.P.",propertyreach.com; leadsherpa.com,,https://www.propertyreach.com/privacy,compliance@propertyreach.com,8775519855,,1,37.5,0,0,True,False,False,False,411,0.696,1.0,,cppa-registry-current
295,"LiveRamp Holdings, Inc.",liveramp.com,,www.liveramp.com,consumercare@liveramp.com,(888) 987-6764,,1,37.4,1,0,True,False,False,False,132,0.545,0.0,,cppa-registry-current|cppa-registry-historical
296,"NetWise Data, LLC",netwisedata.com,,https://www.netwisedata.com,privacyofficer@dnb.com,561-409-0570,,1,37.4,0,0,True,False,False,False,998,0.965,8.0,,cppa-registry-current|cppa-registry-historical
297,Global Source Data Solutions Inc,gsdsi.com,,https://gsdsi.com/privacy,privacy@gsdsi.com,9542707722,,1,37.2,4,0,True,False,False,False,0,,0.0,,cppa-registry-current
298,"Path2Response, LLC",path2response.com,,https://privacyportal-cdn.onetrust.com/dsarwebform/2de26f06-de6f-45a7-8e1d-7d1148a3f301/draft/7a5dc7d1-cc7e-43a8-9f24-702807deb65b.html,privacyinfo@path2response.com,3039277733,privacyportal-cdn.onetrust.com,2,37.2,0,0,True,False,False,False,250,0.604,3.0,,cppa-registry-current|cppa-registry-historical
299,Hivestack Technologies Inc.,perion.com,,www.perion.com,privacy@hivestack.com,5143071538,,1,37.1,1,0,True,False,False,False,207,1.0,1.0,,cppa-registry-current
300,Affinity Solutions Inc.,affinity.solutions,,https://affinitysolutions-privacy.my.onetrust.com/webform/a564cfa1-53bf-4c10-bf95-cd907432d7e8/7e4e6bf3-6562-454e-8c73-6a7bd1f4b336,privacy@affinitysolutions.com,8772187776,,1,36.9,0,0,True,False,False,False,297,0.559,27.0,,cppa-registry-current|cppa-registry-historical
301,"Lusha Systems, Inc",lusha.com,,https://www.lusha.com/legal/privacy-notice/,legal@lusha.com,18664678688,,1,36.9,0,0,True,False,False,False,1119,1.0,4.0,,cppa-registry-current
302,"MedPro Systems, LLC",medprosystems.com,,https://www.medprosystems.com/privacy-policy/,privacy@medprosystems.com,9733987800,,1,36.9,0,0,True,False,False,False,178,0.0,45.0,,cppa-registry-current
303,ModFx Labs Pvt Ltd,modfxlabs.com,,https://modfxlabs.com/privacy,mandeep@modfxlabs.com,9845714575,,1,36.9,1,0,True,False,False,False,182,1.0,3.0,,cppa-registry-current|cppa-registry-historical
304,"TripleLift, Inc.",triplelift.com,,https://triplelift.com/user-rights-policy-and-opt-out/,privacy@triplelift.com,0180076091,,1,36.9,1,0,True,False,False,False,187,1.0,30.0,,cppa-registry-current
305,"Electronic Voice Services, Inc.",telephonelists.biz,,https://www.telephonelists.biz/privacy-notice-for-residents-of-california,richard@evs7.com,9727136622,,1,36.7,0,0,True,False,False,False,986,1.0,24.0,,cppa-registry-current|cppa-registry-historical
306,Preqin Ltd,preqin.com,,www.preqin.com,preqin.dp@blackrock.com,2128105300,,1,36.7,0,3,True,False,False,True,0,,0.0,,cppa-registry-current
307,"El Toro.com, LLC",eltoro.com,,https://eltoro.com/your-privacy-choices/,privacy@eltoro.com,855-935-8676,,1,36.6,1,0,True,False,False,False,105,0.629,1.0,,cppa-registry-current|cppa-registry-historical
308,Blue Action Inc.,blueaction.io,,https://blueaction.io/do-not-sell/,info@blueaction.io,(202) 505-2604,,1,36.5,0,0,True,False,False,False,891,1.0,19.0,,cppa-registry-current|cppa-registry-historical
309,Heartbeat.AI Inc,heartbeat.ai,,https://heartbeat.ai/policy,contact@heartbeat.ai,(855) 512-9715,,1,36.5,0,0,True,False,False,False,917,1.0,3.0,,cppa-registry-current|cppa-registry-historical
310,Semasio GmbH,semasio.com,,https://www.semasio.com/legal/semasio-privacy-policy,info@semasio.com,1728382410,,1,36.5,0,0,True,False,False,False,921,1.0,1.0,,cppa-registry-current|cppa-registry-historical
311,Alphonso Inc.,alphonso.tv,,https://alphonso.tv/privacy/consumer,tom.cushing@lgads.tv,7036797533,,1,36.4,0,0,True,False,False,False,838,1.0,20.0,,cppa-registry-current|cppa-registry-historical
312,Magnite Inc,magnite.com,,https://www.magnite.com/legal/user-choice-portal/,privacy@magnite.com,3102070272,,1,36.4,1,0,True,False,False,False,69,0.0,5.0,,cppa-registry-current|cppa-registry-historical
313,Visual Visitor L.L.C.,visualvisitor.com,,https://www.visualvisitor.com/legal-agreements/,privacy@visualvisitor.com,(678) 496-7895,,1,36.3,0,0,True,False,False,False,818,1.0,3.0,,cppa-registry-current
314,Precisely Software Incorporated,precisely.com; www.cloud.precisely.com; www.cloudnative.precisely.com; www.data.precisely.com; www.developer.precisely.com; www.geotax.com; www.mapinfomarketplace.precisely.com; www.portal.spectrum.precisely.com,,https://www.precisely.com/legal/california-notice-at-collection-and-privacy-notice,privacy@precisely.com,201-576-8960,,1,36.1,1,0,True,False,False,False,70,0.243,1.0,,cppa-registry-current
315,"Veraset, LLC",veraset.com,,https://www.veraset.com/legal/do-not-sell-request#consumer-opt-out-do-not-sell-request,tax@veraset.com,8185153432,,1,36.1,1,1,True,False,False,False,12,1.0,2.0,,cppa-registry-current|cppa-registry-historical
316,Malvern Media Inc.,malvernmedia.com,,https://www.malvernmedia.com/privacy-policy,info@malvernmedia.com,7738186872,,1,36.0,0,0,True,False,False,False,696,1.0,3.0,,cppa-registry-current|cppa-registry-historical
317,"Wiland, Inc.",wiland.com,,https://wiland.com/privacy-choices/,privacy@wiland.com,303-485-8686,,1,35.9,0,0,True,False,False,False,513,0.953,5.0,,cppa-registry-current|cppa-registry-historical
318,"AutoWeb, Inc.",autoweb.com,,www.autoweb.com,autolegal@autoweb.com,949-225-4500,,1,35.8,1,0,True,False,False,False,62,0.129,7.0,,cppa-registry-current|cppa-registry-historical
319,Airlines Reporting Corporation,arccorp.com,,https://www2.arccorp.com/site-privacy-policy/,legalteam@arccorp.com,7038168000,,1,35.7,1,2,True,True,False,True,0,,0.0,,cppa-registry-current
320,"Babel Street, Inc.",babelstreet.com,,https://www.babelstreet.com/privacy,privacy@babelstreet.com,7039563572,,1,35.7,1,2,True,False,False,True,0,,0.0,,cppa-registry-current
321,Fog Data science LLC,fogdatascience.com,,https://www.fogdatascience.com/opt-out,info@fogdatascience.com,000-000-0000,,1,35.7,1,2,True,False,False,True,0,,0.0,,cppa-registry-current
322,Healthcare Inc,healthcare.com; https,,https://www.healthcare.com/privacy-policy,security@healthcare.com,2392824600,,1,35.7,1,1,True,False,False,False,10,1.0,8.0,,cppa-registry-current
323,"Pen-Link, Ltd.",penlink.com,,https://www.penlink.com/privacy-policy/,privacy@penlink.com,4024218857,,1,35.7,1,2,True,False,False,True,0,,0.0,,cppa-registry-current
324,"AWL Holdings, LLC",allwebleads.com; insurancequotes.com; usinsuranceonline.com; affordable-home-insurance.org; discount-car-insurance-rates.com; general-liability-insurance-rates.com; affordable-health-insurance-plans.org; affordable-life-insurance-rates.org,,https://privacyportal-eu.onetrust.com/webform/031dc37f-2093-4055-9d04-22f83329fe9f/a4fb8ed6-8389-4a17-a3be-ca808c6b300e,onlineops@awl.com,(888)522-7355,,1,35.6,0,0,True,False,False,False,139,0.0,1.0,,cppa-registry-current
325,Eyeota Pte Ltd,eyeota.com,,https://www.eyeota.com/,privacy@eyeota.com,91726409,,1,35.5,0,1,True,False,True,False,55,1.0,10.0,,cppa-registry-current|cppa-registry-historical
326,"PaeDae, Inc.",infillion.com,,https://infillion.com/privacy-policy/,privacy@infillion.com,8008825216,,1,35.5,1,0,True,False,False,False,82,0.915,14.0,,cppa-registry-current
327,"TechTarget, Inc",informatechtarget.com; https,,https://techtarget.zendesk.com/hc/en-us/requests/new?ticket_form_id=360004852434,privacy@techtarget.com,617-431-9200,,1,35.5,0,0,True,False,False,False,543,1.0,15.0,,cppa-registry-current
328,DecisionLinks LLC,decisionlinks.com,,https://www.decisionlinks.com/legal-pages/your-privacy-choices,support@decisionlinks.com,(800) 343-2955,,1,35.3,0,0,True,False,False,False,500,1.0,10.0,,cppa-registry-current|cppa-registry-historical
329,Merkle Inc.,merkle.com,,https://www.merkle.com/en/privacy-policy.html,americas.dpo@dentsu.com,2125745285,,1,35.3,0,0,True,False,False,False,391,0.949,7.0,,cppa-registry-current
330,Bushwick Growbots LLC,growbots.com,,growbots.com,operations@growbots.com,502040733,,1,35.2,0,0,True,False,False,False,455,1.0,0.0,,cppa-registry-current|cppa-registry-historical
331,"Sovrn, Inc.",sovrn.com,,https://www.sovrn.com/privacy-policy/policy-center/,privacy@sovrn.com,(303) 493-5490,,1,35.2,0,1,True,False,True,False,46,1.0,30.0,,cppa-registry-current|cppa-registry-historical
332,"Matchbook Data, LLC",matchbookdata.com,,https://www.matchbookdata.com/privacy-policy/,privacy@matchbookdata.com,(855) 716-3196,,1,35.1,1,0,True,False,False,False,47,0.021,2.0,,cppa-registry-current
333,"Outlogic, LLC",outlogic.io,,https://outlogic.io/opt-out-form/,privacy@outlogic.io,(866) 346-9602,,1,35.1,1,0,True,False,False,False,47,0.021,2.0,,cppa-registry-current|cppa-registry-historical
334,"Peoplefinders, LLC",peoplefinders.com; findaneighborhood.com,,https://www.peoplefinders.com/about/privacy,customercare@peoplefinders.com,8007188997,,1,34.9,0,0,True,False,False,False,389,1.0,1.0,,cppa-registry-current
335,PeoplefindersDaaS,peoplefindersdaas.com,,www.peoplefindersdaas.com,bryce@peoplefindersdaas.com,9169964310,,1,34.9,0,0,True,False,False,False,395,1.0,27.0,,cppa-registry-current|cppa-registry-historical
336,"LeadIQ, Inc",leadiq.com,,https://leadiq.com/privacy-center,privacy@leadiq.com,8886532347,,1,34.8,0,0,True,False,False,False,374,1.0,3.0,,cppa-registry-current|cppa-registry-historical
337,"Windfall Data, Inc.",windfall.com,,https://www.windfall.com/your-privacy-choices,privacy@windfall.com,8009466710,,1,34.8,0,0,True,False,False,False,387,1.0,6.0,,cppa-registry-current
338,"Autodata Solutions, Inc.",jdpower.com,,https://www.jdpower.com/privacy/california,jdpowerprivacy@jdpa.com,8054188000,,1,34.7,0,0,True,False,False,False,226,0.81,26.0,,cppa-registry-current|cppa-registry-historical
339,Cadent LLC,cadent.tv,,www.cadent.tv,privacy@cadent.tv,2127961960,,1,34.6,1,0,True,False,False,False,56,1.0,25.0,,cppa-registry-current|cppa-registry-historical
340,CITYDATA Inc.,citydata.ai,,https://www.citydata.ai/privacy,business@citydata.ai,6502040028,,1,34.6,1,0,True,False,False,False,58,1.0,3.0,,cppa-registry-current|cppa-registry-historical
341,"Webbula, LLC",webbula.com,,https://webbula.com/privacy-center/,legal@webbula.com,888-993-2285,,1,34.6,0,0,True,False,False,False,348,1.0,1.0,,cppa-registry-current|cppa-registry-historical
342,Blis Global Ltd,blis.com,,https://www.blis.com,privacy@blis.com,02034754660,,1,34.5,1,0,True,False,False,False,54,1.0,35.0,,cppa-registry-current|cppa-registry-historical
343,"Accudata Integrated Marketing, LLC",acculeads.com; https,,https://deepsync.com/accudata/,legal@deepsync.com,8889707248,,1,34.2,0,0,True,False,False,False,279,1.0,1.0,,cppa-registry-current
344,"App Science, Inc",appscience.ai,,https://www.appscience.ai/,privacy@appscience.inc,8449742662,,1,34.2,0,0,True,False,False,False,283,1.0,3.0,,cppa-registry-current
345,ASL Marketing,deepsync.com,,https://deepsync.com,legal@deepsync.com,(888) 970-7248,,1,34.2,0,0,True,False,False,False,279,1.0,1.0,,cppa-registry-current|cppa-registry-historical
346,Catalist LLC,catalist.us,,catalist.us/privacy-policy,privacy@catalist.us,2029627200,,1,34.1,0,0,True,False,False,False,198,0.869,11.0,,cppa-registry-current|cppa-registry-historical
347,Command Precision Inc.,persistent.id,,https://persistent.id/privacy-policy,privacy@persistent.id,(781)552-9594,,1,34.1,0,0,True,False,False,False,258,1.0,1.0,,cppa-registry-current|cppa-registry-historical
348,"Exact Opco, LLC",exactcustomer.com,,www.exactcustomer.com,info@exactcustomer.com,516-253-6644,,1,34.0,0,0,True,False,False,False,112,0.286,2.0,,cppa-registry-current|cppa-registry-historical
349,Rich Media LLC,richmediallc.com,,https://richmediallc.com/privacy-policy/,jeff@richmediallc.com,9542921013,,1,34.0,0,0,True,False,False,False,254,1.0,22.0,,cppa-registry-current|cppa-registry-historical
350,"TSG Holdco, LLC",finthrive.com,,www.finthrive.com,tsg@finthrive.com,6782488161,,1,33.9,0,0,True,False,False,False,234,1.0,1.0,,cppa-registry-current|cppa-registry-historical
351,Black Pearl Group Limited,blackpearl.com,,https://www.blackpearl.com/your-privacy-choices,richard.doone@blackpearl.com,4805350309,,1,33.8,0,0,True,False,False,False,212,0.958,6.0,,cppa-registry-current
352,"JMR Media Consulting, Inc.",jmr-media.com,,https://jmr-media.com/privacy-notice,jon@jmr-media.com,9547679339,,1,33.8,0,0,True,False,False,False,228,1.0,24.0,,cppa-registry-current|cppa-registry-historical
353,"BDO GCI, LLC",bdo.com,,www.bdo.com,privacy@bdo-gci.com,6165758785,,1,33.7,3,0,True,True,False,False,0,,0.0,,cppa-registry-current|cppa-registry-historical
354,Dealfront Finland Oy,leadfeeder.com,,https://www.leadfeeder.com/privacy/privacy-notice/,dpo@leadfeeder.com,58 10 279 294,,1,33.7,0,0,True,False,False,False,217,1.0,21.0,,cppa-registry-current
355,"PlaceIQ, Inc.",precisely.com,,https://www.precisely.com/legal/placeiq-california-notice-at-collection-and-privacy-notice,placeiq.privacy@precisely.com,201-576-8960,,1,33.7,1,0,True,False,False,False,27,0.037,2.0,,cppa-registry-current
356,"CDK Global, LLC",cdkglobal.com,,cdkglobal.com,james.kinzer@cdk.com,3122060352,,1,33.6,1,0,True,False,False,False,34,1.0,42.0,,cppa-registry-current
357,DealMachine Operations Inc.,dealmachine.com,,https://privacyrequest.dealmachine.com/remove,support@dealmachine.com,3176807701,,1,33.6,0,0,True,False,False,False,202,1.0,7.0,,cppa-registry-current
358,"NEXT WAVE MARKETING STRATEGIES, INC",agedleadstore.com; nextwavemarketingstrategies.com,,agedleadstore.com; nextwavemarketingstrategies.com,privacy_requests@nextwavemarketingstrategies.com,8882389283,,1,33.6,0,0,True,False,False,False,210,1.0,1.0,,cppa-registry-current
359,illumin Inc.,illumin.com,,https://illumin.com/legalcenter/,itops@illumin.com,(416) 218-9888,,1,33.5,0,0,True,False,False,False,194,1.0,1.0,,cppa-registry-current|cppa-registry-historical
360,Snovio Inc,snov.io,,https://snov.io/do-not-sell-my-personal-information,v.budkevych@snov.io,3477050819,,1,33.5,0,1,True,False,False,False,19,1.0,1.0,,cppa-registry-current|cppa-registry-historical
361,Buyerlink Inc.,buyerlink.co,,www.buyerlink.co,legal@buyerlink.com,925-983-3400,,1,33.4,1,0,True,False,False,False,28,0.607,45.0,,cppa-registry-current
362,"Dstillery, Inc.",dstillery.com,,dstillery.com,privacy@dstillery.com,(848) 272-1164,,1,33.4,0,0,True,False,False,False,188,1.0,0.0,,cppa-registry-current|cppa-registry-historical
363,"Infinite Media Concepts, Inc.",mailinglists.com,,https://mailinglists.com/about/privacy-policy,unsubscribe@mailinglists.com,914-948-8300,,1,33.4,0,0,True,False,False,False,80,0.0,5.0,,cppa-registry-current
364,StackAdapt Inc.,stackadapt.com,,stackadapt.com,privacy@stackadapt.com,(650) 999-3764,,1,33.4,2,0,True,False,False,False,5,0.0,2.0,,cppa-registry-current
365,"ListsOnline.com, Inc.",everleads.com,,https://www.everleads.com/privacy,privacy@everleads.com,8007342275,,1,33.3,0,0,True,False,False,False,179,1.0,10.0,,cppa-registry-current
366,"Swarm Holdings, Inc.",theswarm.com,,https://www.theswarm.com/privacy,privcy@theswarm.com,4153669903,,1,33.3,0,1,True,False,True,False,18,1.0,15.0,,cppa-registry-current
367,"Complete Medical Lists, Inc.",completemedicallists.com,,https://www.completemedicallists.com/privacy.php,tburnell@completemedicallists.com,6038238042,,1,33.2,0,0,True,False,False,False,164,1.0,11.0,,cppa-registry-current|cppa-registry-historical
368,PhoneBooks.com,phonebooks.com,phone-directory,https://www.phonebooks.com/opt-out,,,,1,33.2,0,0,,,,,,,,form,curated
369,UnitedStatesPhonebook,unitedstatesphonebook.com,phone-directory,http://www.unitedstatesphonebook.com/contact.php,,,,1,33.2,0,0,,,,,,,,form,curated
370,Zlookup,zlookup.com,phone-directory,https://www.zlookup.com/opt_out,,,,1,33.2,0,0,,,,,,,,form,curated
371,Complete Mailing Lists LLC,completemailinglists.com,,https://completemailinglists.com/do-not-sell-my-information,ewoolf@completemailinglists.com,9147713120,,1,33.1,0,0,True,False,False,False,160,1.0,15.0,,cppa-registry-current|cppa-registry-historical
372,"Forager.ai, LLC",forager.ai,,https://app.forager.ai/privacy,privacy@forager.ai,8182826243,,1,33.1,0,0,True,False,False,False,157,1.0,1.0,,cppa-registry-current
373,"Remodeling.com, LLC",remodeling.com,,https://remodeling.com,operations@ignitevisibility.com,(619) 752-1955,,1,33.1,0,0,True,False,False,False,79,0.139,10.0,,cppa-registry-current|cppa-registry-historical
374,S&P Global Inc,spglobal.com,,https://www.spglobal.com/en,privacy@spglobal.com,18555291761,,1,33.1,1,0,True,False,False,False,24,0.625,25.0,,cppa-registry-current|cppa-registry-historical
375,DealerDirect LLC,forddirect.com,,www.forddirectprivacy.com,dprivacy@forddirect.com,(844) 889-7367,,1,33.0,0,0,True,False,False,False,137,0.949,24.0,,cppa-registry-current|cppa-registry-historical
376,"Leidos Digital Solutions, Inc.",leidosiq.com,,www.leidosiq.com,privacy@leidos.com,7032085006,,1,33.0,0,1,True,False,False,False,15,1.0,9.0,,cppa-registry-current
377,"Vendelux, Inc.",vendelux.com,,https://vendelux.com/privacy-center/,ben@vendelux.com,3477034231,,1,33.0,0,0,True,False,False,False,152,1.0,10.0,,cppa-registry-current
378,"Endgame Labs, Inc.",endgame.io,,https://docs.endgame.io/trust/privacy,info@endgame.io,310-800-1257,,1,32.9,0,1,True,False,True,False,14,1.0,7.0,,cppa-registry-current
379,Mobile Technology Corporation,onspotdata.com,,https://www.onspotdata.com/privacy-policy/,accounting@onspotdata.com,7206969935,,1,32.9,1,0,True,False,False,False,24,0.958,12.0,,cppa-registry-current|cppa-registry-historical
380,Grassroots Analytics,grassrootsanalytics.com,,https://www.grassrootsanalytics.com/california-consumer-privacy-act-ccpa,operations@grassrootsanalytics.com,(202) 240-2456,,1,32.8,0,0,True,False,False,False,138,1.0,15.0,,cppa-registry-current|cppa-registry-historical
381,JDM LIST SERVICES,jdmlistservices.com,,https://jdmlistservices.com/privacy-policy,chrissy@jdmlistservices.com,3472130076,,1,32.7,0,0,True,False,False,False,127,1.0,30.0,,cppa-registry-current|cppa-registry-historical
382,RecruitBot,recruitbot.com,,https://recruitbot.com/ccpa/,privacy@salesbot.io,8186819266,,1,32.7,0,0,True,False,False,False,127,1.0,5.0,,cppa-registry-current
383,"Komodo Health, Inc.",komodohealth.com,,https://www.komodohealth.com/,trust-and-safety@komodohealth.com,4154691787,,1,32.6,0,1,True,False,True,False,12,1.0,32.0,,cppa-registry-current|cppa-registry-historical
384,Outward Media Inc.,outwardmedia.com,,https://outwardmedia.com/privacypolicy,privacy@outwardmedia.com,310-274-531,,1,32.6,0,0,True,False,False,False,120,1.0,10.0,,cppa-registry-current|cppa-registry-historical
385,Subdirect LLC,www360mediadirect.com,,https://360-media-direct.privacy.saymine.io/360_Media_Direct,privacy@360mediadirect.com,8002583350,,1,32.6,0,0,True,False,False,False,103,0.825,6.0,,cppa-registry-current
386,"Buxton Company, LLC",buxtonco.com,,https://www.buxtonco.com/privacy,consumerprivacy@buxtonco.com,8173323681,,1,32.4,2,0,True,False,False,False,3,0.667,21.0,,cppa-registry-current|cppa-registry-historical
387,"Demand Science US, LLC",demandscience.com,,https://demandscience.com/,legal@demandscience.com,8577701744,,1,32.3,0,0,True,False,False,False,107,1.0,1.0,,cppa-registry-current|cppa-registry-historical
388,FreeWheel Media Inc,freewheel.com,,www.freewheel.com,legalnotices@freewheel.com,(952) 221-1507,,1,32.3,1,0,True,False,False,False,17,0.706,16.0,,cppa-registry-current
389,Four Corner Media Corp,fourcornerhome.com; https,,https://fourcornerhome.com/data-privacy-form/,john@fourcornerhome.com,9194142867,,1,32.2,0,0,True,False,False,False,100,1.0,20.0,,cppa-registry-current
390,"Revelio Labs, Inc.",reveliolabs.com,,https://www.reveliolabs.com/privacy/,hannah@reveliolabs.com,2014216375,,1,32.2,0,0,True,False,False,False,100,1.0,15.0,,cppa-registry-current|cppa-registry-historical
391,"EAB Global, Inc.",eab.com,,https://eab.com/privacy-policy/,legal@eab.com,2027471000,,1,32.1,1,0,True,True,False,False,16,0.938,1.0,,cppa-registry-current|cppa-registry-historical
392,"ZipStorm, Inc.",seekout.com,,https://www.seekout.com/privacy/choices,legal@seekout.com,206-737-1420,,1,32.1,0,0,True,False,False,False,72,0.639,31.0,,cppa-registry-current
393,"Paramount Lists, Inc.",paramountdirectmarketing.com,,https://www.paramountdirectmarketing.com/privacy-policy.php,ccpa@paramountdirectmarketing.com,8007235478,,1,31.9,1,0,True,False,False,False,13,0.462,1.0,,cppa-registry-current|cppa-registry-historical
394,"Reveal Mobile, Inc.",revealmobile.com,,https://revealmobile.com/privacy/,info@revealmobile.com,9195739701,,1,31.9,1,0,True,False,False,False,14,1.0,21.0,,cppa-registry-current|cppa-registry-historical
395,"Above Data, Inc.",abovedata.io,,https://www.abovedata.io/opt-out/,privacy@abovedata.io,9372433708,,1,31.8,0,0,True,False,False,False,83,1.0,24.0,,cppa-registry-current
396,L.S Mobile Apps Holdings LTD,lsmapps.com,,https://www.lsmapps.com/ccpa,guy.hamawi@lsmapps.com,526969477,,1,31.8,0,1,True,False,False,False,8,1.0,10.0,,cppa-registry-current
